,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,OPR_INTERVAL,GROUP
1142,2024-01-04T06:30:00-00:00,2024-01-04T06:45:00-00:00,2024-01-03,23,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.55578,3,16
1143,2024-01-04T07:30:00-00:00,2024-01-04T07:45:00-00:00,2024-01-03,24,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.50554,3,16
1144,2024-01-03T08:45:00-00:00,2024-01-03T09:00:00-00:00,2024-01-03,1,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.54098,4,16
1145,2024-01-03T09:45:00-00:00,2024-01-03T10:00:00-00:00,2024-01-03,2,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.53763,4,16
1146,2024-01-03T10:45:00-00:00,2024-01-03T11:00:00-00:00,2024-01-03,3,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.59754,4,16
1147,2024-01-03T11:45:00-00:00,2024-01-03T12:00:00-00:00,2024-01-03,4,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.8905,4,16
1148,2024-01-03T12:45:00-00:00,2024-01-03T13:00:00-00:00,2024-01-03,5,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-1.0561,4,16
1149,2024-01-03T13:45:00-00:00,2024-01-03T14:00:00-00:00,2024-01-03,6,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-1.58661,4,16
1150,2024-01-03T14:45:00-00:00,2024-01-03T15:00:00-00:00,2024-01-03,7,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-1.483,4,16
1151,2024-01-03T15:45:00-00:00,2024-01-03T16:00:00-00:00,2024-01-03,8,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.77936,4,16
1152,2024-01-03T16:45:00-00:00,2024-01-03T17:00:00-00:00,2024-01-03,9,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.66465,4,16
1153,2024-01-03T17:45:00-00:00,2024-01-03T18:00:00-00:00,2024-01-03,10,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.49864,4,16
1154,2024-01-03T18:45:00-00:00,2024-01-03T19:00:00-00:00,2024-01-03,11,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.43963,4,16
1155,2024-01-03T19:45:00-00:00,2024-01-03T20:00:00-00:00,2024-01-03,12,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.66538,4,16
1156,2024-01-03T20:45:00-00:00,2024-01-03T21:00:00-00:00,2024-01-03,13,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.72906,4,16
1157,2024-01-03T21:45:00-00:00,2024-01-03T22:00:00-00:00,2024-01-03,14,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.67362,4,16
1158,2024-01-03T22:45:00-00:00,2024-01-03T23:00:00-00:00,2024-01-03,15,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.82546,4,16
1159,2024-01-03T23:45:00-00:00,2024-01-04T00:00:00-00:00,2024-01-03,16,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-1.30121,4,16
1160,2024-01-04T00:45:00-00:00,2024-01-04T01:00:00-00:00,2024-01-03,17,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-1.41305,4,16
1161,2024-01-04T01:45:00-00:00,2024-01-04T02:00:00-00:00,2024-01-03,18,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.98937,4,16
1162,2024-01-04T02:45:00-00:00,2024-01-04T03:00:00-00:00,2024-01-03,19,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-1.07815,4,16
1163,2024-01-04T03:45:00-00:00,2024-01-04T04:00:00-00:00,2024-01-03,20,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.64891,4,16
1164,2024-01-04T04:45:00-00:00,2024-01-04T05:00:00-00:00,2024-01-03,21,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.62575,4,16
1165,2024-01-04T05:45:00-00:00,2024-01-04T06:00:00-00:00,2024-01-03,22,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.59001,4,16
1166,2024-01-04T06:45:00-00:00,2024-01-04T07:00:00-00:00,2024-01-03,23,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.54404,4,16
1167,2024-01-04T07:45:00-00:00,2024-01-04T08:00:00-00:00,2024-01-03,24,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,MCL,LMP_LOSS_PRC,PALOVRDE_5_N101,ALL,1,-0.512,4,16
1168,2024-01-04T08:00:00-00:00,2024-01-04T08:15:00-00:00,2024-01-04,1,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.21579,1,17
1169,2024-01-04T09:00:00-00:00,2024-01-04T09:15:00-00:00,2024-01-04,2,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.28517,1,17
1170,2024-01-04T10:00:00-00:00,2024-01-04T10:15:00-00:00,2024-01-04,3,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,30.84141,1,17
1171,2024-01-04T11:00:00-00:00,2024-01-04T11:15:00-00:00,2024-01-04,4,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,31.95464,1,17
1172,2024-01-04T12:00:00-00:00,2024-01-04T12:15:00-00:00,2024-01-04,5,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,36.06524,1,17
1173,2024-01-04T13:00:00-00:00,2024-01-04T13:15:00-00:00,2024-01-04,6,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,41.42134,1,17
1174,2024-01-04T14:00:00-00:00,2024-01-04T14:15:00-00:00,2024-01-04,7,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,60.81961,1,17
1175,2024-01-04T15:00:00-00:00,2024-01-04T15:15:00-00:00,2024-01-04,8,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,64.20559,1,17
1176,2024-01-04T16:00:00-00:00,2024-01-04T16:15:00-00:00,2024-01-04,9,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,41.18609,1,17
1177,2024-01-04T17:00:00-00:00,2024-01-04T17:15:00-00:00,2024-01-04,10,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,36.14359,1,17
1178,2024-01-04T18:00:00-00:00,2024-01-04T18:15:00-00:00,2024-01-04,11,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,36.15052,1,17
1179,2024-01-04T19:00:00-00:00,2024-01-04T19:15:00-00:00,2024-01-04,12,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,30.67552,1,17
1180,2024-01-04T20:00:00-00:00,2024-01-04T20:15:00-00:00,2024-01-04,13,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,30.88787,1,17
1181,2024-01-04T21:00:00-00:00,2024-01-04T21:15:00-00:00,2024-01-04,14,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,31.32434,1,17
1182,2024-01-04T22:00:00-00:00,2024-01-04T22:15:00-00:00,2024-01-04,15,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,33.4015,1,17
1183,2024-01-04T23:00:00-00:00,2024-01-04T23:15:00-00:00,2024-01-04,16,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,29.19167,1,17
1184,2024-01-05T00:00:00-00:00,2024-01-05T00:15:00-00:00,2024-01-04,17,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,54.15952,1,17
1185,2024-01-05T01:00:00-00:00,2024-01-05T01:15:00-00:00,2024-01-04,18,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,58.0503,1,17
1186,2024-01-05T02:00:00-00:00,2024-01-05T02:15:00-00:00,2024-01-04,19,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,57.31865,1,17
1187,2024-01-05T03:00:00-00:00,2024-01-05T03:15:00-00:00,2024-01-04,20,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,53.76525,1,17
1188,2024-01-05T04:00:00-00:00,2024-01-05T04:15:00-00:00,2024-01-04,21,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,50.84685,1,17
1189,2024-01-05T05:00:00-00:00,2024-01-05T05:15:00-00:00,2024-01-04,22,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,51.33821,1,17
1190,2024-01-05T06:00:00-00:00,2024-01-05T06:15:00-00:00,2024-01-04,23,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,52.6429,1,17
1191,2024-01-05T07:00:00-00:00,2024-01-05T07:15:00-00:00,2024-01-04,24,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,52.25705,1,17
1192,2024-01-04T08:15:00-00:00,2024-01-04T08:30:00-00:00,2024-01-04,1,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.62447,2,17
1193,2024-01-04T09:15:00-00:00,2024-01-04T09:30:00-00:00,2024-01-04,2,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.46874,2,17
1194,2024-01-04T10:15:00-00:00,2024-01-04T10:30:00-00:00,2024-01-04,3,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,30.25959,2,17
1195,2024-01-04T11:15:00-00:00,2024-01-04T11:30:00-00:00,2024-01-04,4,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,33.41043,2,17
1196,2024-01-04T12:15:00-00:00,2024-01-04T12:30:00-00:00,2024-01-04,5,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,36.58178,2,17
1197,2024-01-04T13:15:00-00:00,2024-01-04T13:30:00-00:00,2024-01-04,6,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,41.62636,2,17
1198,2024-01-04T14:15:00-00:00,2024-01-04T14:30:00-00:00,2024-01-04,7,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,67.87196,2,17
1199,2024-01-04T15:15:00-00:00,2024-01-04T15:30:00-00:00,2024-01-04,8,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,57.84226,2,17
1200,2024-01-04T16:15:00-00:00,2024-01-04T16:30:00-00:00,2024-01-04,9,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,35.28014,2,17
1201,2024-01-04T17:15:00-00:00,2024-01-04T17:30:00-00:00,2024-01-04,10,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.81089,2,17
1202,2024-01-04T18:15:00-00:00,2024-01-04T18:30:00-00:00,2024-01-04,11,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,33.99461,2,17
1203,2024-01-04T19:15:00-00:00,2024-01-04T19:30:00-00:00,2024-01-04,12,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.51001,2,17
1204,2024-01-04T20:15:00-00:00,2024-01-04T20:30:00-00:00,2024-01-04,13,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,32.30907,2,17
1205,2024-01-04T21:15:00-00:00,2024-01-04T21:30:00-00:00,2024-01-04,14,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,35.62339,2,17
1206,2024-01-04T22:15:00-00:00,2024-01-04T22:30:00-00:00,2024-01-04,15,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,35.42582,2,17
1207,2024-01-04T23:15:00-00:00,2024-01-04T23:30:00-00:00,2024-01-04,16,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,38.13067,2,17
1208,2024-01-05T00:15:00-00:00,2024-01-05T00:30:00-00:00,2024-01-04,17,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,60.90149,2,17
1209,2024-01-05T01:15:00-00:00,2024-01-05T01:30:00-00:00,2024-01-04,18,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,58.28294,2,17
1210,2024-01-05T02:15:00-00:00,2024-01-05T02:30:00-00:00,2024-01-04,19,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,56.54538,2,17
1211,2024-01-05T03:15:00-00:00,2024-01-05T03:30:00-00:00,2024-01-04,20,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,52.20268,2,17
1212,2024-01-05T04:15:00-00:00,2024-01-05T04:30:00-00:00,2024-01-04,21,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,49.9971,2,17
1213,2024-01-05T05:15:00-00:00,2024-01-05T05:30:00-00:00,2024-01-04,22,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,47.23998,2,17
1214,2024-01-05T06:15:00-00:00,2024-01-05T06:30:00-00:00,2024-01-04,23,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,53.7965,2,17
1215,2024-01-05T07:15:00-00:00,2024-01-05T07:30:00-00:00,2024-01-04,24,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,48.92524,2,17
1216,2024-01-04T08:30:00-00:00,2024-01-04T08:45:00-00:00,2024-01-04,1,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.6353,3,17
1217,2024-01-04T09:30:00-00:00,2024-01-04T09:45:00-00:00,2024-01-04,2,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.48337,3,17
1218,2024-01-04T10:30:00-00:00,2024-01-04T10:45:00-00:00,2024-01-04,3,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,31.21781,3,17
1219,2024-01-04T11:30:00-00:00,2024-01-04T11:45:00-00:00,2024-01-04,4,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,33.64189,3,17
1220,2024-01-04T12:30:00-00:00,2024-01-04T12:45:00-00:00,2024-01-04,5,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,36.60863,3,17
1221,2024-01-04T13:30:00-00:00,2024-01-04T13:45:00-00:00,2024-01-04,6,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,49.11567,3,17
1222,2024-01-04T14:30:00-00:00,2024-01-04T14:45:00-00:00,2024-01-04,7,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,75.2221,3,17
1223,2024-01-04T15:30:00-00:00,2024-01-04T15:45:00-00:00,2024-01-04,8,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,53.85312,3,17
1224,2024-01-04T16:30:00-00:00,2024-01-04T16:45:00-00:00,2024-01-04,9,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,38.24353,3,17
1225,2024-01-04T17:30:00-00:00,2024-01-04T17:45:00-00:00,2024-01-04,10,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,35.17455,3,17
1226,2024-01-04T18:30:00-00:00,2024-01-04T18:45:00-00:00,2024-01-04,11,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,33.46238,3,17
1227,2024-01-04T19:30:00-00:00,2024-01-04T19:45:00-00:00,2024-01-04,12,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.88873,3,17
1228,2024-01-04T20:30:00-00:00,2024-01-04T20:45:00-00:00,2024-01-04,13,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,31.46637,3,17
1229,2024-01-04T21:30:00-00:00,2024-01-04T21:45:00-00:00,2024-01-04,14,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,32.02053,3,17
1230,2024-01-04T22:30:00-00:00,2024-01-04T22:45:00-00:00,2024-01-04,15,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,35.80706,3,17
1231,2024-01-04T23:30:00-00:00,2024-01-04T23:45:00-00:00,2024-01-04,16,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,51.99283,3,17
1232,2024-01-05T00:30:00-00:00,2024-01-05T00:45:00-00:00,2024-01-04,17,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,64.90815,3,17
1233,2024-01-05T01:30:00-00:00,2024-01-05T01:45:00-00:00,2024-01-04,18,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,59.00981,3,17
1234,2024-01-05T02:30:00-00:00,2024-01-05T02:45:00-00:00,2024-01-04,19,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,55.77612,3,17
1235,2024-01-05T03:30:00-00:00,2024-01-05T03:45:00-00:00,2024-01-04,20,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,49.70209,3,17
1236,2024-01-05T04:30:00-00:00,2024-01-05T04:45:00-00:00,2024-01-04,21,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,48.84823,3,17
1237,2024-01-05T05:30:00-00:00,2024-01-05T05:45:00-00:00,2024-01-04,22,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,42.98705,3,17
1238,2024-01-05T06:30:00-00:00,2024-01-05T06:45:00-00:00,2024-01-04,23,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,49.7267,3,17
1239,2024-01-05T07:30:00-00:00,2024-01-05T07:45:00-00:00,2024-01-04,24,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,47.19827,3,17
1240,2024-01-04T08:45:00-00:00,2024-01-04T09:00:00-00:00,2024-01-04,1,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.65332,4,17
1241,2024-01-04T09:45:00-00:00,2024-01-04T10:00:00-00:00,2024-01-04,2,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.49788,4,17
1242,2024-01-04T10:45:00-00:00,2024-01-04T11:00:00-00:00,2024-01-04,3,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,33.373,4,17
1243,2024-01-04T11:45:00-00:00,2024-01-04T12:00:00-00:00,2024-01-04,4,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,34.15973,4,17
1244,2024-01-04T12:45:00-00:00,2024-01-04T13:00:00-00:00,2024-01-04,5,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,39.28583,4,17
1245,2024-01-04T13:45:00-00:00,2024-01-04T14:00:00-00:00,2024-01-04,6,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,67.35103,4,17
1246,2024-01-04T14:45:00-00:00,2024-01-04T15:00:00-00:00,2024-01-04,7,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,79.04961,4,17
1247,2024-01-04T15:45:00-00:00,2024-01-04T16:00:00-00:00,2024-01-04,8,PALOVRDE_5_N101,PALOVRDE_5_N101,PALOVRDE_5_N101,HASP,LMP,LMP_PRC,PALOVRDE_5_N101,ALL,1,44.69031,4,17
